IMG0001.tif,2228444,131046,5
IMG0002.tif,1668399,106963,5
IMG0003.tif,1621172,106128,5
IMG0004.tif,1593746,108497,5
IMG0005.tif,2494229,131010,5
IMG0006.tif,2095290,120588,5
IMG0007.tif,1786371,112667,5
IMG0008.tif,2954769,150537,5
IMG0009.tif,1923346,109731,5
IMG0010.tif,1848904,109856,5
IMG0011.tif,2036308,116766,5
IMG0001.tif,2895276,159456,8
IMG0002.tif,1868625,114659,8
IMG0003.tif,1816417,112996,8
IMG0004.tif,1964633,117898,8
IMG0005.tif,3222736,155259,8
IMG0006.tif,2529642,141069,8
IMG0007.tif,2038164,122560,8
IMG0008.tif,3608570,184058,8
IMG0009.tif,2097816,118063,8
IMG0010.tif,2079598,118624,8
IMG0011.tif,2341558,131912,8
IMG0001.tif,3520775,189429,11
IMG0002.tif,2206015,127468,11
IMG0003.tif,2052015,120803,11
IMG0004.tif,2275317,128257,11
IMG0005.tif,3880395,178608,11
IMG0006.tif,2866055,162312,11
IMG0007.tif,2242198,132015,11
IMG0008.tif,4206550,217070,11
IMG0009.tif,2265220,126873,11
IMG0010.tif,2305921,127410,11
IMG0011.tif,2668272,148407,11
IMG0001.tif,3942167,216897,14
IMG0002.tif,2380088,135969,14
IMG0003.tif,2174272,128506,14
IMG0004.tif,2537560,139472,14
IMG0005.tif,4204944,199778,14
IMG0006.tif,3074545,182390,14
IMG0007.tif,2363430,140565,14
IMG0008.tif,4643975,247940,14
IMG0009.tif,2394419,135070,14
IMG0010.tif,2449946,136090,14
IMG0011.tif,2902871,164783,14
IMG0001.tif,4368237,244600,17
IMG0002.tif,2702749,148086,17
IMG0003.tif,2328442,136140,17
IMG0004.tif,2848595,151386,17
IMG0005.tif,4558318,220680,17
IMG0006.tif,3375625,202256,17
IMG0007.tif,2561345,149177,17
IMG0008.tif,5114184,278621,17
IMG0009.tif,2565812,143547,17
IMG0010.tif,2638447,145247,17
IMG0011.tif,3171089,182321,17
IMG0001.tif,4518610,267735,20
IMG0002.tif,2841568,158197,20
IMG0003.tif,2389395,142875,20
IMG0004.tif,3065018,162347,20
IMG0005.tif,4755971,238456,20
IMG0006.tif,3570214,219454,20
IMG0007.tif,2648451,156874,20
IMG0008.tif,5458305,306497,20
IMG0009.tif,2650655,151607,20
IMG0010.tif,2736267,153512,20
IMG0011.tif,3355551,197917,20
IMG0001.tif,4623044,291681,23
IMG0002.tif,3085800,168830,23
IMG0003.tif,2498160,150331,23
IMG0004.tif,3353510,174615,23
IMG0005.tif,5019399,257073,23
IMG0006.tif,3760655,237821,23
IMG0007.tif,2823294,165281,23
IMG0008.tif,5843240,336554,23
IMG0009.tif,2838996,161035,23
IMG0010.tif,2949970,163217,23
IMG0011.tif,3577683,214567,23
IMG0001.tif,4791172,313399,26
IMG0002.tif,3263855,179886,26
IMG0003.tif,2571790,157232,26
IMG0004.tif,3517908,186449,26
IMG0005.tif,5155190,274041,26
IMG0006.tif,3944596,254252,26
IMG0007.tif,2914963,173185,26
IMG0008.tif,6138426,364889,26
IMG0009.tif,3013693,171717,26
IMG0010.tif,3131958,173880,26
IMG0011.tif,3770760,229978,26
IMG0001.tif,4931309,334038,29
IMG0002.tif,3439687,191033,29
IMG0003.tif,2656981,164054,29
IMG0004.tif,3669253,197992,29
IMG0005.tif,5315696,290047,29
IMG0006.tif,4078026,270670,29
IMG0007.tif,2998744,180643,29
IMG0008.tif,6410306,393236,29
IMG0009.tif,3197399,183661,29
IMG0010.tif,3317175,184835,29
IMG0011.tif,3954613,245467,29
IMG0001.tif,5054224,353299,32
IMG0002.tif,3539820,200533,32
IMG0003.tif,2732419,170866,32
IMG0004.tif,3795666,209151,32
IMG0005.tif,5431292,305669,32
IMG0006.tif,4187080,285871,32
IMG0007.tif,3068695,187855,32
IMG0008.tif,6609686,420144,32
IMG0009.tif,3388065,196057,32
IMG0010.tif,3496831,196706,32
IMG0011.tif,4075904,259836,32
IMG0001.tif,5190662,374530,35
IMG0002.tif,3666878,212271,35
IMG0003.tif,2768427,178302,35
IMG0004.tif,3913106,221821,35
IMG0005.tif,5540806,322250,35
IMG0006.tif,4310343,302872,35
IMG0007.tif,3121345,196039,35
IMG0008.tif,6834483,449430,35
IMG0009.tif,3636104,213169,35
IMG0010.tif,3726884,212442,35
IMG0011.tif,4218683,275734,35
IMG0001.tif,5296784,393902,38
IMG0002.tif,3792904,222755,38
IMG0003.tif,2849409,185257,38
IMG0004.tif,4045248,233803,38
IMG0005.tif,5633796,337485,38
IMG0006.tif,4444152,318122,38
IMG0007.tif,3211717,203585,38
IMG0008.tif,7004550,476673,38
IMG0009.tif,3872235,229863,38
IMG0010.tif,3942491,227575,38
IMG0011.tif,4350502,290442,38
IMG0001.tif,5401451,410849,41
IMG0002.tif,3893324,232707,41
IMG0003.tif,2897550,191694,41
IMG0004.tif,4151111,244902,41
IMG0005.tif,5733616,351452,41
IMG0006.tif,4515956,331599,41
IMG0007.tif,3282295,210984,41
IMG0008.tif,7160374,501470,41
IMG0009.tif,4091915,246107,41
IMG0010.tif,4135848,242454,41
IMG0011.tif,4456586,303646,41
IMG0001.tif,5507395,428414,44
IMG0002.tif,4028775,243383,44
IMG0003.tif,2995654,198468,44
IMG0004.tif,4273982,256248,44
IMG0005.tif,5847793,365605,44
IMG0006.tif,4639307,346236,44
IMG0007.tif,3370111,218787,44
IMG0008.tif,7330734,527503,44
IMG0009.tif,4338083,264169,44
IMG0010.tif,4346072,258869,44
IMG0011.tif,4554342,317556,44
IMG0001.tif,5573579,442863,47
IMG0002.tif,4117967,251630,47
IMG0003.tif,3044163,204081,47
IMG0004.tif,4352793,264888,47
IMG0005.tif,5927671,376675,47
IMG0006.tif,4733789,358312,47
IMG0007.tif,3450219,225012,47
IMG0008.tif,7469472,549427,47
IMG0009.tif,4527542,279562,47
IMG0010.tif,4527176,272637,47
IMG0011.tif,4645468,329130,47
IMG0001.tif,5628407,460274,50
IMG0002.tif,4224929,263386,50
IMG0003.tif,3085534,212085,50
IMG0004.tif,4430829,277793,50
IMG0005.tif,5970024,391912,50
IMG0006.tif,4795219,373614,50
IMG0007.tif,3504477,234498,50
IMG0008.tif,7586875,573768,50
IMG0009.tif,4695149,300018,50
IMG0010.tif,4688410,291618,50
IMG0011.tif,4712136,343966,50
IMG0001.tif,5747797,479718,53
IMG0002.tif,4344879,276830,53
IMG0003.tif,3217152,221568,53
IMG0004.tif,4581169,292673,53
IMG0005.tif,6078312,408901,53
IMG0006.tif,4966552,390809,53
IMG0007.tif,3659254,245795,53
IMG0008.tif,7719444,600755,53
IMG0009.tif,4914684,322851,53
IMG0010.tif,4900218,312992,53
IMG0011.tif,4873334,360420,53
IMG0001.tif,5758037,495569,56
IMG0002.tif,4396610,285701,56
IMG0003.tif,3225662,227233,56
IMG0004.tif,4560501,302106,56
IMG0005.tif,6078311,420471,56
IMG0006.tif,4948497,404400,56
IMG0007.tif,3666871,252565,56
