0.05,10425550,4960722
0.08103448275862069,10425550,4990155
0.11206896551724138,10425550,5031097
0.14310344827586208,10425550,5089136
0.17413793103448275,10425550,5157293
0.20517241379310341,10425550,5239970
0.2362068965517241,10425550,5330934
0.2672413793103448,10425550,5441638
0.2982758620689655,10425550,5570299
0.32931034482758614,10425550,5714903
0.36034482758620684,10425550,5871320
0.39137931034482754,10425550,6043996
0.42241379310344823,10425550,6223722
0.45344827586206893,10425550,6411464
0.48448275862068957,10425550,6604394
0.5155172413793103,10425550,6800188
0.546551724137931,10425550,6995461
0.5775862068965517,10425550,7197613
0.6086206896551724,10425550,7417136
0.6396551724137931,10425550,7648451
0.6706896551724137,10425550,7890711
0.7017241379310345,10425550,8138082
0.7327586206896551,10425550,8386736
0.7637931034482758,10425550,8642142
0.7948275862068965,10425550,8912022
0.8258620689655172,10425550,9178258
0.8568965517241379,10425550,9434843
0.8879310344827586,10425550,9673542
0.9189655172413792,10425550,9892878
0.95,10425550,10104084
0.05,7176038,3673603
0.08103448275862069,7176038,3698567
0.11206896551724138,7176038,3732964
0.14310344827586208,7176038,3777043
0.17413793103448275,7176038,3827896
0.20517241379310341,7176038,3891202
0.2362068965517241,7176038,3960506
0.2672413793103448,7176038,4036626
