0.05,7176038,4589558
0.08103448275862069,7176038,4700339
0.11206896551724138,7176038,4804593
0.14310344827586208,7176038,4906529
0.17413793103448275,7176038,5006083
0.20517241379310341,7176038,5105907
0.2362068965517241,7176038,5196852
0.2672413793103448,7176038,5279126
0.2982758620689655,7176038,5361423
0.32931034482758614,7176038,5438935
0.36034482758620684,7176038,5516063
0.39137931034482754,7176038,5587623
0.42241379310344823,7176038,5660677
0.45344827586206893,7176038,5731798
0.48448275862068957,7176038,5803911
0.5155172413793103,7176038,5877851
0.546551724137931,7176038,5958449
0.5775862068965517,7176038,6038430
0.6086206896551724,7176038,6121750
0.6396551724137931,7176038,6204945
0.6706896551724137,7176038,6291993
0.7017241379310345,7176038,6381272
0.7327586206896551,7176038,6469765
0.7637931034482758,7176038,6553634
0.7948275862068965,7176038,6637688
0.8258620689655172,7176038,6724480
0.8568965517241379,7176038,6806563
0.8879310344827586,7176038,6887578
0.9189655172413792,7176038,6968653
0.95,7176038,7052867
